country,continent,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Botswana,Africa,4/11/2021,,,,1185,,,,504,Oxford/AstraZeneca
Botswana,Africa,4/12/2021,25040,25040,,1430,1.06,1.06,,608,Oxford/AstraZeneca
Botswana,Africa,4/13/2021,,,,1746,,,,742,Oxford/AstraZeneca
Botswana,Africa,4/14/2021,,,,2061,,,,876,Oxford/AstraZeneca
Botswana,Africa,4/15/2021,,,,2377,,,,1011,Oxford/AstraZeneca
Botswana,Africa,4/16/2021,36652,36652,,2692,1.56,1.56,,1145,Oxford/AstraZeneca
Botswana,Africa,4/17/2021,,,,2584,,,,1099,Oxford/AstraZeneca
Botswana,Africa,4/18/2021,,,,2476,,,,1053,Oxford/AstraZeneca
Botswana,Africa,4/19/2021,41612,41612,,2367,1.77,1.77,,1007,Oxford/AstraZeneca
Botswana,Africa,4/20/2021,,,,2151,,,,915,Oxford/AstraZeneca
Botswana,Africa,4/21/2021,,,,1934,,,,822,Oxford/AstraZeneca
Botswana,Africa,4/22/2021,,,,1718,,,,731,Oxford/AstraZeneca
Botswana,Africa,4/23/2021,47160,47160,,1501,2.01,2.01,,638,Oxford/AstraZeneca
Botswana,Africa,4/24/2021,,,,1325,,,,563,Oxford/AstraZeneca
Botswana,Africa,4/25/2021,,,,1148,,,,488,Oxford/AstraZeneca
Botswana,Africa,4/26/2021,48411,48411,,971,2.06,2.06,,413,Oxford/AstraZeneca
Botswana,Africa,4/27/2021,,,,826,,,,351,Oxford/AstraZeneca
Botswana,Africa,4/28/2021,,,,680,,,,289,Oxford/AstraZeneca
Botswana,Africa,4/29/2021,,,,534,,,,227,Oxford/AstraZeneca
Botswana,Africa,4/30/2021,49882,49882,,389,2.12,2.12,,165,Oxford/AstraZeneca
Botswana,Africa,5/1/2021,,,,401,,,,171,Oxford/AstraZeneca
Botswana,Africa,5/2/2021,,,,412,,,,175,Oxford/AstraZeneca
Botswana,Africa,5/3/2021,,,,424,,,,180,Oxford/AstraZeneca
Botswana,Africa,5/4/2021,,,,443,,,,188,Oxford/AstraZeneca
Botswana,Africa,5/5/2021,,,,462,,,,196,Oxford/AstraZeneca
Botswana,Africa,5/6/2021,,,,480,,,,204,Oxford/AstraZeneca
Botswana,Africa,5/7/2021,53375,53375,,499,2.27,2.27,,212,Oxford/AstraZeneca
Botswana,Africa,5/8/2021,,,,558,,,,237,Oxford/AstraZeneca
Botswana,Africa,5/9/2021,,,,616,,,,262,Oxford/AstraZeneca
Botswana,Africa,5/10/2021,56101,56101,,675,2.39,2.39,,287,Oxford/AstraZeneca
Botswana,Africa,5/11/2021,,,,1153,,,,490,Oxford/AstraZeneca
Botswana,Africa,5/12/2021,,,,1632,,,,694,Oxford/AstraZeneca
Botswana,Africa,5/13/2021,,,,2111,,,,898,Oxford/AstraZeneca
Botswana,Africa,5/14/2021,71500,71500,,2589,3.04,3.04,,1101,Oxford/AstraZeneca
Botswana,Africa,5/15/2021,,,,3288,,,,1398,Oxford/AstraZeneca
Botswana,Africa,5/16/2021,,,,3987,,,,1695,Oxford/AstraZeneca
Botswana,Africa,5/17/2021,88907,88907,,4687,3.78,3.78,,1993,Oxford/AstraZeneca
Botswana,Africa,5/18/2021,,,,5249,,,,2232,Oxford/AstraZeneca
Botswana,Africa,5/19/2021,,,,5812,,,,2471,Oxford/AstraZeneca
Botswana,Africa,5/20/2021,,,,6374,,,,2710,Oxford/AstraZeneca
Botswana,Africa,5/21/2021,120055,120055,,6936,5.11,5.11,,2949,Oxford/AstraZeneca
Botswana,Africa,5/22/2021,,,,6714,,,,2855,Oxford/AstraZeneca
Botswana,Africa,5/23/2021,,,,6491,,,,2760,Oxford/AstraZeneca
Botswana,Africa,5/24/2021,132782,132782,,6268,5.65,5.65,,2665,Oxford/AstraZeneca
Botswana,Africa,5/25/2021,,,,5516,,,,2346,Oxford/AstraZeneca
Botswana,Africa,5/26/2021,,,,4763,,,,2025,Oxford/AstraZeneca
Botswana,Africa,5/27/2021,,,,4011,,,,1706,Oxford/AstraZeneca
Botswana,Africa,5/28/2021,142864,142864,,3258,6.08,6.08,,1385,Oxford/AstraZeneca
Botswana,Africa,5/29/2021,,,,2836,,,,1206,Oxford/AstraZeneca
Botswana,Africa,5/30/2021,,,,2414,,,,1027,Oxford/AstraZeneca
Botswana,Africa,5/31/2021,146725,146725,,1992,6.24,6.24,,847,Oxford/AstraZeneca
Botswana,Africa,6/1/2021,,,,1699,,,,722,Oxford/AstraZeneca
Botswana,Africa,6/2/2021,,,,1406,,,,598,Oxford/AstraZeneca
Botswana,Africa,6/3/2021,,,,1113,,,,473,Oxford/AstraZeneca
Botswana,Africa,6/4/2021,,,,820,,,,349,Oxford/AstraZeneca
Botswana,Africa,6/5/2021,,,,704,,,,299,Oxford/AstraZeneca
Botswana,Africa,6/6/2021,,,,587,,,,250,Oxford/AstraZeneca
Botswana,Africa,6/7/2021,150019,150019,,471,6.38,6.38,,200,Oxford/AstraZeneca
Brazil,South America,1/16/2021,0,0,,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/17/2021,112,112,,112,0,0,,1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/18/2021,1109,1109,,554,0,0,,3,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/19/2021,11470,11470,,3823,0.01,0.01,,18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/20/2021,28543,28543,,7136,0.01,0.01,,34,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/21/2021,136519,136519,,27304,0.06,0.06,,128,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/22/2021,245877,245877,,40980,0.12,0.12,,193,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/23/2021,537774,537774,,76825,0.25,0.25,,361,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/24/2021,604722,604722,,86373,0.28,0.28,,406,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/25/2021,700608,700608,,99928,0.33,0.33,,470,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/26/2021,848883,848883,,119630,0.4,0.4,,563,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/27/2021,1129885,1129885,,157335,0.53,0.53,,740,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/28/2021,1450900,1450900,,187769,0.68,0.68,,883,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/29/2021,1668032,1656851,,203165,0.78,0.78,,956,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/30/2021,2003211,1923813,,209348,0.94,0.91,,985,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,1/31/2021,2074059,2046523,,209905,0.98,0.96,,988,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/1/2021,2124307,2107624,,203386,1,0.99,,957,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/2/2021,2292551,2292551,,206238,1.08,1.08,,970,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/3/2021,2521704,2521704,,198831,1.19,1.19,,935,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/4/2021,3073057,3073057,,231737,1.45,1.45,,1090,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/5/2021,3074906,3074906,,200982,1.45,1.45,,946,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/6/2021,3401383,3399421,1962,199739,1.6,1.6,0,940,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/7/2021,3553681,3534004,19677,211375,1.67,1.66,0.01,994,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/8/2021,3605538,3579850,25688,211604,1.7,1.68,0.01,996,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/9/2021,3820207,3786591,33616,218237,1.8,1.78,0.02,1027,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/10/2021,4120332,4069677,50655,228375,1.94,1.91,0.02,1074,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/11/2021,4406835,4326075,80760,190540,2.07,2.04,0.04,896,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/12/2021,4696136,4586270,109866,231604,2.21,2.16,0.05,1090,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/13/2021,5125206,4946738,178468,246260,2.41,2.33,0.08,1159,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/14/2021,5236943,5042713,194230,240466,2.46,2.37,0.09,1131,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/15/2021,5293979,5076110,217869,241206,2.49,2.39,0.1,1135,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/16/2021,5609937,5324317,285620,255676,2.64,2.5,0.13,1203,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/17/2021,5883539,5326007,557532,251887,2.77,2.51,0.26,1185,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/18/2021,6206680,5482925,723755,257121,2.92,2.58,0.34,1210,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/19/2021,6535156,5640483,894673,262717,3.07,2.65,0.42,1236,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/20/2021,6813168,5756361,1056807,241137,3.21,2.71,0.5,1134,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/21/2021,6950802,5817908,1132894,244837,3.27,2.74,0.53,1152,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/22/2021,7028356,5857080,1171276,247768,3.31,2.76,0.55,1166,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/23/2021,7297061,6002873,1294188,241018,3.43,2.82,0.61,1134,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/24/2021,7551676,6116082,1435594,238305,3.55,2.88,0.68,1121,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/25/2021,7799000,6202055,1596945,227474,3.67,2.92,0.75,1070,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/26/2021,8101787,6346769,1755018,223804,3.81,2.99,0.83,1053,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/27/2021,8322042,6437836,1884206,215553,3.92,3.03,0.89,1014,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,2/28/2021,8433568,6518628,1914940,211824,3.97,3.07,0.9,997,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/1/2021,8465403,6542206,1923197,205292,3.98,3.08,0.9,966,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/2/2021,8841027,6806293,2034734,220567,4.16,3.2,0.96,1038,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/3/2021,9277322,7114219,2163103,246521,4.36,3.35,1.02,1160,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/4/2021,9739676,7417852,2321824,277239,4.58,3.49,1.09,1304,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/5/2021,10169160,7701146,2468014,295339,4.78,3.62,1.16,1389,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/6/2021,,,,269398,,,,1267,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/7/2021,,,,258989,,,,1218,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/8/2021,,,,259965,,,,1223,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/9/2021,,,,211828,,,,997,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/10/2021,10362487,7851531,2510956,155024,4.88,3.69,1.18,729,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/11/2021,10740859,8092244,2648615,143026,5.05,3.81,1.25,673,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/12/2021,11149530,8360366,2789164,140053,5.25,3.93,1.31,659,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/13/2021,11362190,8512960,2849230,164909,5.35,4,1.34,776,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/14/2021,11422666,8561847,2860819,168025,5.37,4.03,1.35,790,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/15/2021,11895560,8919356,2976204,230058,5.6,4.2,1.4,1082,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/16/2021,,,,280729,,,,1321,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/17/2021,12682290,9451188,3231102,331400,5.97,4.45,1.52,1559,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/18/2021,13013331,9709526,3303805,324639,6.12,4.57,1.55,1527,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/19/2021,13335728,9970231,3365497,312314,6.27,4.69,1.58,1469,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/20/2021,13479165,10099070,3380095,302425,6.34,4.75,1.59,1423,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/21/2021,13562176,10168973,3393203,305644,6.38,4.78,1.6,1438,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/22/2021,14116560,10609471,3507089,317286,6.64,4.99,1.65,1493,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/23/2021,15209201,11559487,3649714,417182,7.16,5.44,1.72,1963,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/24/2021,15943964,12148769,3795195,465953,7.5,5.72,1.79,2192,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/25/2021,16557071,12639545,3917526,506249,7.79,5.95,1.84,2382,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/26/2021,17032868,13053114,3979754,528163,8.01,6.14,1.87,2485,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/27/2021,17519083,13487207,4031876,577131,8.24,6.35,1.9,2715,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/28/2021,17706983,13659406,4047577,592115,8.33,6.43,1.9,2786,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/29/2021,18082153,13988029,4094124,566513,8.51,6.58,1.93,2665,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/30/2021,18222559,14112509,4110050,430480,8.57,6.64,1.93,2025,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,3/31/2021,19155981,14921376,4234605,458860,9.01,7.02,1.99,2159,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/1/2021,,,,476765,,,,2243,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/2/2021,20632877,16099532,4533345,514287,9.71,7.57,2.13,2419,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/3/2021,20956770,16377083,4579687,491098,9.86,7.7,2.15,2310,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/4/2021,21070128,16472281,4597847,480449,9.91,7.75,2.16,2260,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/5/2021,21960953,17128933,4832020,554114,10.33,8.06,2.27,2607,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/6/2021,22850791,17791338,5059453,661176,10.75,8.37,2.38,3111,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/7/2021,24197996,18859274,5338722,720288,11.38,8.87,2.51,3389,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/8/2021,24981199,19386057,5595142,726681,11.75,9.12,2.63,3419,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/9/2021,25735314,19886870,5848444,728920,12.11,9.36,2.75,3429,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/10/2021,26548845,20513828,6035017,798868,12.49,9.65,2.84,3758,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/11/2021,26741261,20654434,6086827,810162,12.58,9.72,2.86,3811,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/12/2021,27432994,21080623,6352371,781720,12.91,9.92,2.99,3678,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/13/2021,30801723,23602070,7199653,1135847,14.49,11.1,3.39,5344,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/14/2021,31703967,24197321,7506646,1072282,14.92,11.38,3.53,5045,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/15/2021,,,,1004792,,,,4727,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/16/2021,,,,941458,,,,4429,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/17/2021,,,,869635,,,,4091,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/18/2021,32947066,24350046,8597020,886544,15.5,11.46,4.04,4171,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/19/2021,33755229,24776701,8978528,903176,15.88,11.66,4.22,4249,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/20/2021,33807132,24805515,9001617,429344,15.9,11.67,4.23,2020,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/21/2021,34058640,24918188,9140452,336382,16.02,11.72,4.3,1583,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/22/2021,35024957,25340967,9683990,430031,16.48,11.92,4.56,2023,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/23/2021,37112833,26398005,10714828,683902,17.46,12.42,5.04,3217,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/24/2021,37730651,26687711,11042940,727766,17.75,12.56,5.2,3424,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/25/2021,38027113,26873143,11153970,725721,17.89,12.64,5.25,3414,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/26/2021,38986878,27345796,11641082,747378,18.34,12.87,5.48,3516,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/27/2021,40168799,27920546,12248253,908810,18.9,13.14,5.76,4276,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/28/2021,41003659,28312000,12691659,992146,19.29,13.32,5.97,4668,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/29/2021,41989957,28778338,13211619,995000,19.75,13.54,6.22,4681,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,4/30/2021,42698862,29149512,13549350,798004,20.09,13.71,6.37,3754,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/1/2021,43036179,29336953,13699226,757933,20.25,13.8,6.44,3566,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/2/2021,43173356,29421191,13752165,735178,20.31,13.84,6.47,3459,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/3/2021,43962159,29865013,14097146,710754,20.68,14.05,6.63,3344,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/4/2021,45273825,30658945,14614880,729289,21.3,14.42,6.88,3431,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/5/2021,46185689,31265483,14920206,740290,21.73,14.71,7.02,3483,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/6/2021,46542392,31504414,15037978,650348,21.9,14.82,7.07,3060,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/7/2021,46875460,31722544,15152916,596657,22.05,14.92,7.13,2807,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/8/2021,,,,571797,,,,2690,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/9/2021,,,,575528,,,,2708,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/10/2021,47365348,32101075,15264273,486170,22.28,15.1,7.18,2287,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/11/2021,48193472,32647725,15545747,417092,22.67,15.36,7.31,1962,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/12/2021,49188608,33332789,15855819,428988,23.14,15.68,7.46,2018,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/13/2021,50308106,34092728,16215378,537959,23.67,16.04,7.63,2531,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/14/2021,52093242,35383566,16709676,745397,24.51,16.65,7.86,3507,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/15/2021,52641583,35731848,16909735,800404,24.77,16.81,7.96,3766,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/16/2021,52771668,35801333,16970335,795659,24.83,16.84,7.98,3743,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/17/2021,53624328,36355939,17268389,894140,25.23,17.1,8.12,4207,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/18/2021,54332240,36844286,17487954,876967,25.56,17.33,8.23,4126,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/19/2021,55098913,37376193,17722720,844329,25.92,17.58,8.34,3972,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/20/2021,55960152,37937840,18022312,807435,26.33,17.85,8.48,3799,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/21/2021,,,,774713,,,,3645,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/22/2021,,,,918676,,,,4322,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/23/2021,,,,1122390,,,,5280,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/24/2021,,,,1222878,,,,5753,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/25/2021,63740557,42702699,21037858,1344045,29.99,20.09,9.9,6323,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/26/2021,64568609,43239648,21328961,1352814,30.38,20.34,10.03,6364,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/27/2021,65268576,43727936,21540640,1329775,30.71,20.57,10.13,6256,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/28/2021,66432341,44564785,21867556,1273730,31.25,20.97,10.29,5992,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/29/2021,66934363,44956732,21977631,1123150,31.49,21.15,10.34,5284,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/30/2021,67088046,45079934,22008112,922807,31.56,21.21,10.35,4341,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,5/31/2021,67482730,45376214,22106516,756893,31.75,21.35,10.4,3561,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/1/2021,68244216,45940210,22304006,643380,32.11,21.61,10.49,3027,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/2/2021,68919860,46498375,22421485,621607,32.42,21.88,10.55,2924,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/3/2021,70330300,47636424,22693876,723103,33.09,22.41,10.68,3402,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/4/2021,70743531,48007886,22735645,615884,33.28,22.59,10.7,2897,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/5/2021,71429257,48576572,22852685,642128,33.6,22.85,10.75,3021,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/6/2021,71691137,48802098,22889039,657584,33.73,22.96,10.77,3094,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/7/2021,,,,749851,,,,3528,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/8/2021,,,,789718,,,,3715,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/9/2021,74812794,51465240,23347554,841848,35.2,24.21,10.98,3961,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/10/2021,75890097,52429219,23460878,794257,35.7,24.67,11.04,3737,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/11/2021,76758587,53224020,23534567,859294,36.11,25.04,11.07,4043,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/12/2021,,,,859572,,,,4044,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/13/2021,78133938,54489914,23644024,920400,36.76,25.64,11.12,4330,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/14/2021,78906225,55226467,23679758,882077,37.12,25.98,11.14,4150,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/15/2021,80268207,56479200,23789007,927995,37.76,26.57,11.19,4366,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
Brazil,South America,6/16/2021,81540602,57676179,23864423,961115,38.36,27.13,11.23,4522,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
British Virgin Islands,North America,5/21/2021,15031,11255,3776,,49.71,37.22,12.49,,Oxford/AstraZeneca
British Virgin Islands,North America,5/22/2021,,,,182,,,,6019,Oxford/AstraZeneca
